    |             BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#   |                     |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |
1318|   SWIFT J0802.1+5709|120.533| 57.144|   5.46|       2MASX J08014395+5707240|                               |120.4333| 57.1234|    9.22|    6.80|   11.53|  0.0|1.99|1.41|2.72|      0.70|       |     |           |         70|Unknown AGN
1319|   SWIFT J0817.0+1795|124.255| 17.959|   4.94|       2MASX J08165108+1802496|                               |124.2129| 18.0471|   10.31|    7.31|   13.19|  0.0|1.85|1.34|2.47|      2.90| 0.1595|44.86|           |         40|Sy1
1320|   SWIFT J0817.5-0747|124.363| -7.474|   5.90|                     Abell 644|                               |124.3521| -7.5128|    6.15|    5.09|    7.13|  0.0|5.28|3.91|8.48|      0.90|       |     |           |         30|Galaxy Cluster
1321|   SWIFT J0818.4-1438|124.593|-14.381|   5.25|       2MASS J08182026-1425527|                               |124.5844|-14.4313|    9.35|    6.73|   11.96|  0.0|2.15|1.47|3.05|      1.70| 0.1067|44.44|           |         40|Sy1
1322|   SWIFT J0819.2-3851|124.801|-38.512|   5.68|       2MASX J08191136-3833104|                               |124.7973|-38.5530|   14.00|   10.90|   17.15|  0.0|1.42|0.95|1.90|      0.60|       |     |           |         50|Sy2
1323|   SWIFT J0823.2+4216|125.735| 42.287|   6.02|       2MASX J08230824+4215211|                               |125.7845| 42.2558|   10.66|    8.05|   13.28|  0.0|1.95|1.45|2.57|      1.00| 0.0562|43.90|           |         40|Sy1
1324|   SWIFT J0825.2+7312|126.288| 73.124|   6.91|                         Z Cam|                               |126.3071| 73.1108|    6.68|    5.22|    8.07|  0.0|3.27|2.56|4.37|      0.60|       |     |           |        170|Nova
1325|   SWIFT J0826.3-3761|126.582|-37.610|   5.13|               IGR J08262-3736|                               |126.5569|-37.6200|    8.12|    4.85|   10.39|  0.0|2.19|1.59|2.98|      0.40|       |     |           |        180|HMXB
1326|   SWIFT J0835.5-0902|128.840| -9.053|   6.41|       2MASX J08353333-0905302|                               |128.8889| -9.0918|   11.03|    7.21|   13.71|  0.0|2.04|1.47|2.75|      0.70|       |     |           |         70|Unknown AGN
1327|   SWIFT J0835.7-0413|128.913| -4.135|   9.16|                       NGC2617|                               |128.9116| -4.0882|   16.09|   12.40|   18.70|  0.0|2.16|1.80|2.59|      0.70| 0.0142|42.86|           |         40|Sy1.8
1328|   SWIFT J0835.9-4319|128.977|-43.191|  23.79|             1WGA J0835.9-4311|                               |128.9804|-43.1878|   32.04|   29.38|   33.93|  0.0|2.69|2.53|2.85|      5.10|       |     |           |        180|HMXB
1329|   SWIFT J0836.6-2025|129.162|-20.253|   5.48|               [HB89] 0834-201|                               |129.1634|-20.2832|   14.23|   10.85|   17.28|  0.0|1.43|0.81|2.05|      0.60| 2.7520|47.95|           |         80|Beamed AGN
1330|   SWIFT J0836.7+4442|129.169| 44.426|   5.19|            SWIFT J0836.7+4442|                               |129.1693| 44.4257|    9.07|    6.58|   11.31|  0.0|2.03|1.44|2.73|      1.20|       |     |           |         13|U3
1331|   SWIFT J0837.8-4440|129.446|-44.672|   8.02|            SWIFT J0837.8-4440|                               |129.4458|-44.6719|   11.64|    9.56|   13.52|  0.0|2.46|2.03|2.97|      1.10|       |     |           |         12|U2
1332|   SWIFT J0837.0+2493|129.493| 24.935|   5.85|                      NGC 2662|                               |129.5456| 24.8953|   12.30|    9.23|   15.05|  0.0|1.68|1.08|2.36|      0.60|       |     |           |         40|Sy1.8
1333|   SWIFT J0838.7+0414|129.673|  4.146|   6.11|       2MASX J08384815+0407340|                               |129.7006|  4.1261|   10.60|    7.62|   13.55|  0.0|2.17|1.69|2.78|      0.80| 0.0475|43.75|           |         50|Sy2
1334|   SWIFT J0838.9+2617|129.729| 26.175|   5.77|            SWIFT J0838.9+2617|                               |129.7288| 26.1746|   10.65|    7.69|   13.59|  0.0|1.98|1.45|2.59|      1.60|       |     |           |         14|confused source
1335|   SWIFT J0841.6-2856|130.396|-28.941|   5.19|            SWIFT J0841.6-2856|                               |130.3958|-28.9413|   10.15|    7.06|   13.21|  0.0|1.85|1.26|2.55|      0.30|       |     |           |         11|U1
1336|   SWIFT J0842.0+4021|130.468| 40.303|   4.96|        2MASSi J0842037+401831|                               |130.5156| 40.3087|    6.93|    4.95|    9.11|  0.0|2.41|1.76|3.31|      0.40| 0.1519|44.64|           |         80|Beamed AGN
1337|   SWIFT J0844.9+3057|131.220| 30.928|   5.51|         FBQS J084458.3+305638|                               |131.2429| 30.9440|    9.28|    6.98|   11.75|  0.0|2.09|1.49|2.85|      0.50| 0.0640|43.96|           |         50|Sy2
1338|   SWIFT J0846.7+2542|131.665| 25.429|   6.23|       2MASX J08465410+2522124|                               |131.7254| 25.3701|    8.35|    6.46|   10.40|  0.0|2.64|2.03|3.49|      0.30| 0.0508|43.71|           |         40|Sy1
1339|   SWIFT J0848.1+3472|132.019| 34.730|   5.65|                   PG 0844+349|                               |131.9269| 34.7512|    6.22|    4.77|    7.81|  0.0|3.12|2.34|4.26|      2.00| 0.0640|43.79|           |         40|Sy1
1340|   SWIFT J0850.8-4219|132.711|-42.194|   6.81|            SWIFT J0850.8-4219|                               |132.6658|-42.1977|   12.08|    9.06|   14.13|  0.0|2.00|1.56|2.51|      0.40|       |     |           |         12|U2
1341|   SWIFT J0852.2+0782|133.047|  7.827|   5.88|         1RXS J085215.3+075356|                               |133.0630|  7.8934|   11.07|    7.69|   13.36|  0.0|1.95|1.45|2.53|      0.60|       |     |           |         40|Sy1.2
1342|   SWIFT J0855.6-4680|133.909|-46.804|   5.70|                PSR J0855-4644|                               |133.9007|-46.7371|   10.11|    7.20|   12.09|  0.0|2.06|1.52|2.67|      1.20|       |     |           |        150|Pulsar
1343|   SWIFT J0856.1+0052|133.930|  0.818|   5.95|                  CGCG 005-032|                               |133.9486|  0.7943|   10.31|    6.98|   12.57|  0.0|2.04|1.43|2.79|      0.50| 0.0418|43.62|           |         50|Sy1.9
1344|   SWIFT J0856.5-0045|134.130| -0.460|   4.89|            SWIFT J0856.5-0045|                               |134.1299| -0.4598|   10.78|    7.54|   13.81|  0.0|0.98|0.00|1.97|      0.80|       |     |           |         13|U3
1345|   SWIFT J0859.1+4878|134.769| 48.788|   7.23|       2MASX J08590289+4846093|                               |134.7621| 48.7693|   11.85|    9.95|   13.62|  0.0|2.09|1.62|2.64|      0.60| 0.0830|44.31|           |         40|Sy1
1346|   SWIFT J0900.9+2095|135.218| 20.960|   5.12|       2MASX J09003684+2053402|                               |135.1536| 20.8946|    7.85|    5.96|    9.60|  0.0|2.40|1.78|3.27|      1.00| 0.2357|45.12|           |         50|Sy2
1347|   SWIFT J0901.1-6436|135.267|-64.363|   4.93|            SWIFT J0901.1-6436|                               |135.2674|-64.3632|    4.82|    3.48|    5.99|  0.0|3.04|2.10|4.54|      0.60|       |     |           |         13|U3
1348|   SWIFT J0911.3-5229|137.813|-52.513|   5.97|            SWIFT J0911.3-5229|                               |137.7733|-52.5474|    8.62|    6.59|   10.32|  0.0|2.41|1.87|3.07|      1.20|       |     |           |         12|U2
1349|   SWIFT J0913.5-7541|138.383|-75.415|   5.32|         1RXS J091514.1-752357|                               |138.8135|-75.3972|    6.04|    4.35|    7.45|  0.0|2.80|2.12|3.80|      1.20|       |     |           |         70|Unknown AGN
1350|   SWIFT J0914.2+4003|138.549| 40.039|   6.95|                      NGC 2782|                               |138.5213| 40.1137|   11.88|    9.36|   14.01|  0.0|1.80|1.34|2.31|      0.30| 0.0085|42.28|           |         40|Sy1
1351|   SWIFT J0922.2-6331|140.549|-63.315|   6.43|                      V395 Car|                               |140.6445|-63.2949|    5.64|    4.81|    6.63|  0.0|5.38|4.04|7.77|      0.40|       |     |           |        190|LMXB
1352|   SWIFT J0923.2+3850|140.828| 38.777|   5.78|                    B2 0920+39|                               |140.8102| 38.8278|   12.22|    9.49|   15.75|  0.0|1.44|0.89|2.01|      1.10|       |     |           |         80|Beamed AGN
1353|   SWIFT J0929.5+3516|142.366| 35.162|   4.94|            SWIFT J0929.5+3516|                               |142.3662| 35.1619|   10.13|    7.50|   13.54|  0.0|1.55|0.97|2.17|      0.40|       |     |           |         11|U1
1354|   SWIFT J0930.1+4987|142.523| 49.878|   5.78|       2MASS J09303759+4950256|                               |142.6566| 49.8404|    7.44|    5.73|    9.66|  0.0|2.59|2.09|3.23|      1.70| 0.1867|44.87|           |         80|Beamed AGN
1355|   SWIFT J0934.0-1721|143.587|-17.337|   5.64|       2MASS J09343014-1721215|                               |143.6258|-17.3559|    7.93|    5.96|   10.48|  0.0|2.73|2.01|3.89|      0.40| 0.2499|45.18|           |         80|Beamed AGN
1356|   SWIFT J0941.2-3846|145.296|-38.768|   5.71|       2MASX J09410102-3847509|                               |145.2543|-38.7975|   11.73|    9.02|   15.24|  0.0|1.81|1.22|2.50|      0.40| 0.0648|44.08|           |         50|Sy2
1357|   SWIFT J0943.1-4147|145.747|-41.849|   5.57|                ESO 315- G 020|                               |145.5920|-41.8158|   13.25|    9.76|   16.16|  0.0|1.43|0.87|2.02|      0.30| 0.0162|42.89|           |         70|Unknown AGN
1358|   SWIFT J0945.4+0253|146.344|  2.532|   4.98|            SWIFT J0945.4+0253|                               |146.3440|  2.5322|   13.23|    9.60|   16.26|  0.0|1.44|0.92|1.99|      0.60|       |     |           |         13|U3
1359|   SWIFT J0947.3+1345|146.780| 13.762|   5.27|       2MASX J09471846+1345207|                               |146.8270| 13.7558|    9.63|    6.69|   12.09|  0.0|1.92|1.32|2.64|      0.90| 0.0739|44.11|           |         50|Sy1.9
1360|   SWIFT J0949.1+4057|147.274| 40.574|   6.44|            SWIFT J0949.1+4057|                               |147.2741| 40.5736|    7.26|    5.19|    9.03|  0.0|2.46|1.75|3.44|      1.90|       |     |           |         14|confused source
1361|   SWIFT J0954.7+3725|148.680| 37.442|   5.63|                       IC 2515|                               |148.6642| 37.4086|    9.89|    7.57|   11.90|  0.0|1.80|1.23|2.46|      0.40| 0.0193|42.92|           |         50|Sy2
1362|   SWIFT J0958.2-5732|149.549|-57.532|   5.58|            SWIFT J0958.2-5732|                               |149.6467|-57.4901|    7.51|    5.71|    9.06|  0.0|2.65|2.07|3.44|      0.80|       |     |           |         12|U2
1363|   SWIFT J0959.5-2828|149.864|-28.290|   5.13|                      NGC 3089|                               |149.9028|-28.3314|    6.96|    4.98|    8.65|  0.0|2.78|1.97|4.12|      0.20| 0.0090|42.10|           |         50|Sy2 candidate
1364|   SWIFT J1002.2+0300|150.539|  3.002|   4.87|                        IC 588|                               |150.5293|  3.0577|    8.53|    5.94|   10.77|  0.0|2.01|1.39|2.77|      0.70| 0.0235|43.03|           |         50|Sy2
1365|   SWIFT J1005.3-6289|151.318|-62.897|   5.24|       2MASX J10051382-6252029|                               |151.3075|-62.8674|   10.09|    7.64|   12.21|  0.0|1.83|1.36|2.37|      1.30|       |     |           |         70|Unknown AGN
1366|   SWIFT J1013.2-8529|151.665|-85.379|   5.70|            SWIFT J1013.2-8529|                               |151.6654|-85.3794|    6.86|    4.79|    9.12|  0.0|2.30|1.64|3.19|      0.70|       |     |           |         11|U1
1367|   SWIFT J1008.6+3735|152.231| 37.583|   4.88|            SWIFT J1008.6+3735|                               |152.2309| 37.5833|    4.12|    1.93|    6.58|  0.0|2.41|1.20|4.93|      0.40|       |     |           |         14|confused source
1368|   SWIFT J1011.8+2307|152.939| 23.093|   5.29|               UGC 05498 NED01|                               |153.0153| 23.0854|    9.44|    6.99|   12.09|  0.0|1.92|1.35|2.61|      0.40| 0.0209|42.97|           |         60|LINER
1369|   SWIFT J1017.8+7340|154.445| 73.407|   5.18|                      NGC 3147|                               |154.2235| 73.4007|    8.19|    5.89|   10.69|  0.0|1.83|1.14|2.74|      1.20| 0.0093|42.20|           |         50|Sy2
1370|   SWIFT J1019.5+6389|154.863| 63.898|   5.35|                       Mrk 141|                               |154.8023| 63.9674|    7.47|    5.48|   10.03|  0.0|2.21|1.56|3.09|      0.80| 0.0417|43.48|           |         40|Sy1.5
1371|   SWIFT J1024.7-2355|156.169|-23.553|   5.70|                    ESO 500-34|                               |156.1310|-23.5530|   13.81|   10.56|   17.89|  0.0|1.74|1.22|2.33|      0.90| 0.0122|42.66|           |         50|Sy2
1372|   SWIFT J1025.7+6725|156.432| 67.250|   5.30|            SWIFT J1025.7+6725|                               |156.4323| 67.2505|    6.51|    4.66|    8.87|  0.0|2.42|1.89|3.04|      2.40|       |     |           |         13|U3
1373|   SWIFT J1036.9-1135|159.219|-11.355|   5.21|       2MASX J10370374-1126248|                               |159.2657|-11.4402|   10.98|    7.79|   15.01|  0.0|1.74|0.90|2.82|      1.60| 0.0516|43.84|           |         40|Sy1
1374|   SWIFT J1042.2-4767|160.547|-47.673|   5.95|               LCS1 J1041-4740|                               |160.4360|-47.6667|   11.89|    9.07|   15.45|  0.0|1.88|1.35|2.49|      1.00| 2.5580|47.80|           |         80|Beamed AGN
1375|   SWIFT J1044.8+8091|161.189| 80.916|   6.09|               [HB89] 1039+811|                               |161.0961| 80.9110|   11.73|    8.83|   13.78|  0.0|1.67|1.28|2.10|      3.50| 1.2600|47.04|           |         80|Beamed AGN
1376|   SWIFT J1046.7+5469|161.679| 54.698|   5.16|            SWIFT J1046.7+5469|                               |161.6795| 54.6977|    9.97|    7.08|   12.02|  0.0|1.49|0.85|2.11|      0.80|       |     |           |         13|U3
1377|   SWIFT J1048.6-3901|162.172|-39.027|   7.06|       2MASX J10483385-3902375|                               |162.1408|-39.0440|   10.95|    8.25|   12.86|  0.0|2.37|1.86|3.01|      0.60| 0.0447|43.71|           |         70|Unknown AGN
1378|   SWIFT J1057.6-4765|164.394|-47.660|   6.72|                ESO 264- G 052|                               |164.3079|-47.6698|   14.35|   10.98|   16.74|  0.0|1.78|1.34|2.27|      0.10| 0.0156|42.90|           |         50|Sy1.9
1379|   SWIFT J1057.8-3049|164.445|-30.500|   4.85|       2MASX J10574908-3029479|                               |164.4546|-30.4967|    6.86|    4.85|    8.83|  0.0|2.69|1.87|4.14|      0.80| 0.0323|43.22|           |         50|Sy2 candidate
1380|   SWIFT J1101.4-5152|165.339|-51.849|   5.33|       2MASX J11012138-5149100|                               |165.3390|-51.8194|    7.02|    5.35|    8.67|  0.0|2.96|2.32|3.87|      1.60|       |     |           |         70|Unknown AGN
1381|   SWIFT J1104.8+7689|166.201| 76.893|   5.57|                   PG 1100+772|                               |166.0570| 76.9828|    6.04|    4.48|    7.58|  0.0|2.65|2.00|3.58|      0.90| 0.3115|45.28|           |         40|Sy1
1382|   SWIFT J1105.4+0200|166.345|  2.009|   5.43|            SWIFT J1105.4+0200|                               |166.3449|  2.0094|   15.64|   12.25|   18.80|  0.0|1.27|0.72|1.86|      1.90|       |     |           |         13|U3
1383|   SWIFT J1107.3+4824|166.830| 48.247|   5.87|            SWIFT J1107.3+4824|                               |166.8304| 48.2470|    5.63|    4.21|    6.97|  0.0|3.01|2.26|4.10|      0.50|       |     |           |         13|U3
1384|   SWIFT J1107.8+7107|166.943| 71.118|   5.31|            SWIFT J1107.8+7107|                               |166.9429| 71.1181|    6.18|    4.28|    8.04|  0.0|2.45|1.63|3.77|      0.70|       |     |           |         11|U1
1385|   SWIFT J1117.1+4419|169.270| 44.200|   4.92|                   PG 1114+445|                               |169.2767| 44.2259|    6.00|    4.10|    7.85|  0.0|2.36|1.69|3.29|      0.80| 0.1439|44.52|           |         40|Sy1
1386|   SWIFT J1117.2-2901|169.305|-29.020|   6.05|                      CTS 0011|                               |169.2676|-29.0424|    7.69|    5.82|    9.54|  0.0|3.15|2.48|4.10|      0.70| 0.0705|43.97|           |         40|Sy1
1387|   SWIFT J1118.0+4794|169.745| 47.942|   6.63|            SWIFT J1118.0+4794|                               |169.7449| 47.9423|    6.80|    4.72|    8.81|  0.0|2.15|1.60|2.88|      1.80|       |     |           |         11|U1
1388|   SWIFT J1119.6+2136|169.900| 21.368|   6.55|                   PG 1116+215|                               |169.7862| 21.3217|    9.94|    8.34|   11.86|  0.0|2.15|1.64|2.78|      1.20| 0.1765|44.94|           |         40|Sy1
1389|   SWIFT J1121.1-0529|170.287| -5.480|   5.47|       2MASX J11211875-0523349|                               |170.3281| -5.3931|   11.45|    9.30|   14.00|  0.0|1.88|1.35|2.49|      0.50| 0.0302|43.38|           |         70|Unknown AGN
